policy_number,client_name,client_type,carrier_name,category,sub_category,issue_date,expiry_date,premium_amount,policy_status,distribution_channel,region,claim_amount,claim_status,commission_earned
POL-11104624,Ranveer Khalsa,Individual/B2C,HDFC ERGO,Health,Group Medi,2025-11-04,2025-12-02,27250.74,Active,Direct,Karnataka,0.0,No Claim,2561.57
POL-54015259,Harrison Sha,Individual/B2C,TATA AIG,Travel,Overseas,2024-12-15,2025-11-14,17633.48,Expired,Broker,Karnataka,0.0,No Claim,2697.92
POL-45130535,Harrison Sha,Individual/B2C,United India,Health,Group Medi,2025-03-28,2026-02-03,33836.11,Renewed,Broker,Karnataka,0.0,No Claim,3315.94
POL-58008121,"Chacko, Nagar and Parmar",Corporate/B2B,ICICI Lombard,Travel,Overseas,2025-09-23,2025-12-16,29561.9,Active,Agency,Karnataka,26780.51,Approved,3015.31
POL-38439297,"Chacko, Nagar and Parmar",Corporate/B2B,ICICI Lombard,Travel,Overseas,2025-01-07,2025-12-01,12315.61,Cancelled,Broker,Karnataka,0.0,No Claim,2081.34
POL-16307419,"Chacko, Nagar and Parmar",Corporate/B2B,United India,Motor,4W,2025-06-15,2025-06-27,33762.47,Expired,Direct,Karnataka,0.0,No Claim,3848.92
POL-64357942,"Dixit, Vyas and Dayal",Corporate/B2B,HDFC ERGO,Health,Individual,2026-04-19,2026-06-20,9167.57,Cancelled,Online,Karnataka,0.0,No Claim,1072.61
POL-88466035,Brijesh Johal,Individual/B2C,HDFC ERGO,Home,Theft,2024-10-02,2024-11-02,25059.87,Renewed,Broker,Tamil Nadu,0.0,No Claim,3383.08
POL-88826779,Pahal Hora,Individual/B2C,ICICI Lombard,Motor,CV,2025-06-16,2026-02-13,41001.44,Expired,Direct,Gujarat,0.0,No Claim,6314.22
POL-81011761,Pahal Hora,Individual/B2C,HDFC ERGO,Motor,4W,2024-09-08,2024-12-11,31543.05,Active,Direct,Gujarat,0.0,No Claim,3312.02
POL-55405071,Pahal Hora,Individual/B2C,Bajaj Allianz,Motor,4W,2024-08-26,2025-02-18,7568.61,Renewed,Broker,Gujarat,0.0,No Claim,1233.68
POL-5817932,Lajita Tandon,Individual/B2C,TATA AIG,Motor,CV,2025-10-01,2025-10-24,20563.43,Cancelled,Direct,Maharashtra,0.0,No Claim,1932.96
POL-26935160,Lajita Tandon,Individual/B2C,Bajaj Allianz,Travel,Flight,2026-01-08,2026-11-23,39135.21,Expired,Broker,Maharashtra,0.0,No Claim,6496.44
POL-83164241,Lajita Tandon,Individual/B2C,New India Assurance,Motor,2W,2026-01-13,2026-06-10,29707.68,Expired,Direct,Maharashtra,0.0,No Claim,3238.14
POL-15801879,"Hora, Kurian and Chacko",Corporate/B2B,TATA AIG,Travel,Overseas,2024-12-03,2025-01-13,43762.43,Renewed,Broker,Tamil Nadu,0.0,No Claim,5820.4
POL-32976240,"Hora, Kurian and Chacko",Corporate/B2B,ICICI Lombard,Motor,CV,2026-02-26,2026-07-24,7773.39,Renewed,Direct,Tamil Nadu,0.0,No Claim,761.79
POL-10111655,"Hora, Kurian and Chacko",Corporate/B2B,Bajaj Allianz,Motor,4W,2025-02-28,2026-02-11,40784.6,Cancelled,Direct,Tamil Nadu,0.0,No Claim,6403.18
POL-15618457,Wali Inc,Corporate/B2B,HDFC ERGO,Motor,4W,2025-03-22,2025-04-24,43314.14,Cancelled,Broker,West Bengal,9962.22,Approved,5717.47
POL-88093332,Praneel Pal,Individual/B2C,New India Assurance,Motor,2W,2025-08-12,2026-05-01,34146.02,Renewed,Agency,Uttar Pradesh,0.0,No Claim,6146.28
POL-76666374,Praneel Pal,Individual/B2C,United India,Home,Theft,2024-06-21,2024-08-05,47280.57,Expired,Direct,Uttar Pradesh,0.0,No Claim,7139.37
POL-40531374,Praneel Pal,Individual/B2C,Bajaj Allianz,Motor,4W,2024-06-23,2024-11-11,14254.3,Active,Online,Uttar Pradesh,0.0,No Claim,1468.19
POL-79637998,Vedhika Ravi,Individual/B2C,ICICI Lombard,Travel,Flight,2026-05-28,2026-07-24,38189.85,Renewed,Direct,Uttar Pradesh,0.0,No Claim,3284.33
POL-19393735,Vedhika Ravi,Individual/B2C,United India,Travel,Flight,2024-07-16,2024-08-05,24024.15,Expired,Online,Uttar Pradesh,0.0,No Claim,3099.12
POL-69898060,"Khanna, Reddy and Parmar",Corporate/B2B,Bajaj Allianz,Home,Theft,2026-04-03,2026-04-28,7642.16,Cancelled,Direct,Karnataka,0.0,No Claim,1314.45
POL-24965040,Gaurav Tank,Individual/B2C,New India Assurance,Home,Theft,2026-02-12,2026-12-31,8076.3,Active,Agency,Uttar Pradesh,0.0,No Claim,694.56
POL-40908092,Gaurav Tank,Individual/B2C,HDFC ERGO,Travel,Flight,2025-02-21,2025-12-11,17048.82,Expired,Broker,Uttar Pradesh,0.0,No Claim,2608.47
POL-29880992,Gaurav Tank,Individual/B2C,New India Assurance,Home,Damage,2025-10-17,2026-06-14,12087.97,Expired,Online,Uttar Pradesh,0.0,No Claim,2018.69
POL-74718356,Gaurav Tank,Individual/B2C,ICICI Lombard,Travel,Flight,2024-09-10,2024-12-22,35499.05,Expired,Agency,Uttar Pradesh,0.0,No Claim,4259.89
POL-32616074,Varghese-Raman,Corporate/B2B,United India,Home,Theft,2025-07-11,2025-07-13,21264.63,Cancelled,Online,Tamil Nadu,0.0,No Claim,3423.61
POL-47560260,Varghese-Raman,Corporate/B2B,Bajaj Allianz,Travel,Flight,2024-12-27,2025-10-06,49766.25,Cancelled,Direct,Tamil Nadu,0.0,No Claim,8261.2
POL-38624440,Varghese-Raman,Corporate/B2B,HDFC ERGO,Home,Theft,2026-06-12,2026-09-12,25653.36,Expired,Online,Tamil Nadu,0.0,No Claim,3514.51
POL-40312408,Varghese-Raman,Corporate/B2B,TATA AIG,Travel,Flight,2024-09-23,2025-06-08,44547.01,Cancelled,Agency,Tamil Nadu,0.0,No Claim,4855.62
POL-5959051,Varghese-Raman,Corporate/B2B,ICICI Lombard,Motor,4W,2024-08-24,2025-05-28,19208.86,Renewed,Agency,Tamil Nadu,0.0,No Claim,2612.4
POL-36246090,"Dara, Murty and Gara",Corporate/B2B,TATA AIG,Travel,Overseas,2026-02-10,2026-11-03,40990.24,Expired,Online,Karnataka,0.0,No Claim,4549.92
POL-50888442,Bhandari-Bains,Corporate/B2B,HDFC ERGO,Motor,CV,2025-11-01,2026-02-14,24110.36,Expired,Broker,Maharashtra,0.0,No Claim,3037.91
POL-36122363,Bhandari-Bains,Corporate/B2B,HDFC ERGO,Motor,4W,2025-02-06,2025-09-08,9485.11,Active,Online,Maharashtra,0.0,No Claim,1508.13
POL-23320610,Amaira Raval,Individual/B2C,ICICI Lombard,Home,Theft,2024-08-16,2024-11-29,18775.98,Renewed,Online,West Bengal,0.0,No Claim,2684.97
POL-76741758,Amaira Raval,Individual/B2C,New India Assurance,Home,Theft,2024-06-22,2024-10-14,6258.95,Cancelled,Broker,West Bengal,0.0,No Claim,945.1
POL-14644783,Udant Wable,Individual/B2C,United India,Home,Theft,2025-04-04,2025-04-20,24918.88,Expired,Agency,Karnataka,19079.96,Under Review,3787.67
POL-14380504,More LLC,Corporate/B2B,HDFC ERGO,Home,Damage,2026-03-19,2026-10-30,37698.53,Expired,Broker,Maharashtra,0.0,No Claim,3581.36
POL-7946621,More LLC,Corporate/B2B,HDFC ERGO,Home,Damage,2024-09-14,2024-10-30,30046.34,Renewed,Online,Maharashtra,0.0,No Claim,3725.75
POL-94293855,Omisha Dutta,Individual/B2C,United India,Motor,CV,2026-01-09,2026-04-29,24512.0,Cancelled,Agency,Maharashtra,4247.67,Rejected,3431.68
POL-80436625,Omisha Dutta,Individual/B2C,HDFC ERGO,Travel,Overseas,2026-01-11,2026-08-14,44142.09,Renewed,Agency,Maharashtra,0.0,No Claim,4193.5
POL-93798863,Omisha Dutta,Individual/B2C,HDFC ERGO,Home,Damage,2025-08-02,2026-04-12,48575.2,Expired,Online,Maharashtra,0.0,No Claim,6897.68
POL-40058484,Omisha Dutta,Individual/B2C,United India,Health,Individual,2025-10-03,2026-03-09,20454.96,Renewed,Agency,Maharashtra,0.0,No Claim,1902.31
POL-45540981,"Pandit, Radhakrishnan and Kulkarni",Corporate/B2B,New India Assurance,Motor,CV,2024-07-21,2024-12-16,8955.33,Cancelled,Broker,Delhi,0.0,No Claim,1397.03
POL-97136331,"Pandit, Radhakrishnan and Kulkarni",Corporate/B2B,HDFC ERGO,Home,Theft,2024-08-16,2024-09-16,36482.36,Renewed,Broker,Delhi,0.0,No Claim,5764.21
POL-92698356,Vivaan Choudhary,Individual/B2C,TATA AIG,Motor,4W,2025-06-28,2026-01-13,9091.83,Expired,Online,West Bengal,0.0,No Claim,1491.06
POL-4752712,Atharv Ray,Individual/B2C,Bajaj Allianz,Health,Group Medi,2026-05-05,2026-09-16,9917.0,Active,Direct,Gujarat,0.0,No Claim,1656.14
POL-37596173,Sant-Bhakta,Corporate/B2B,HDFC ERGO,Motor,CV,2025-07-12,2025-09-22,33935.78,Renewed,Direct,Uttar Pradesh,0.0,No Claim,5090.37
POL-6979799,Dara-Tandon,Corporate/B2B,New India Assurance,Motor,2W,2025-10-05,2026-07-15,17233.99,Expired,Online,Uttar Pradesh,0.0,No Claim,2378.29
POL-79976800,Dara-Tandon,Corporate/B2B,HDFC ERGO,Motor,2W,2025-09-13,2026-04-13,10611.85,Renewed,Agency,Uttar Pradesh,5257.78,Approved,1719.12
POL-96518500,Dara-Tandon,Corporate/B2B,United India,Home,Damage,2025-05-04,2025-06-29,26029.99,Renewed,Broker,Uttar Pradesh,0.0,No Claim,2681.09
POL-41028858,Yadavi Bhandari,Individual/B2C,Bajaj Allianz,Travel,Overseas,2025-03-26,2025-06-28,10111.03,Active,Direct,Gujarat,29778.17,Rejected,1324.54
POL-71705634,Dhawan and Sons,Corporate/B2B,United India,Travel,Overseas,2025-04-12,2025-10-30,34291.94,Renewed,Direct,Uttar Pradesh,0.0,No Claim,6035.38
POL-78036864,Tara Mitra,Individual/B2C,United India,Health,Group Medi,2025-11-11,2025-12-15,36265.56,Expired,Online,Delhi,0.0,No Claim,6237.68
POL-90721361,Tara Mitra,Individual/B2C,United India,Health,Individual,2024-11-18,2025-02-09,14027.85,Renewed,Broker,Delhi,0.0,No Claim,1234.45
POL-17477453,Narain and Sons,Corporate/B2B,New India Assurance,Travel,Flight,2025-03-16,2025-04-08,42825.08,Cancelled,Direct,Uttar Pradesh,0.0,No Claim,3468.83
POL-24168225,Narain and Sons,Corporate/B2B,ICICI Lombard,Motor,4W,2025-11-24,2025-12-12,36369.47,Expired,Agency,Uttar Pradesh,0.0,No Claim,5382.68
POL-73387211,Narain and Sons,Corporate/B2B,United India,Home,Theft,2024-11-20,2025-07-16,17463.66,Cancelled,Broker,Uttar Pradesh,0.0,No Claim,2986.29
POL-52080113,Narain and Sons,Corporate/B2B,TATA AIG,Travel,Overseas,2024-09-20,2025-01-04,12905.67,Expired,Online,Uttar Pradesh,0.0,No Claim,1548.68
POL-93413406,Narain and Sons,Corporate/B2B,New India Assurance,Travel,Flight,2025-10-19,2026-10-12,24651.09,Active,Direct,Uttar Pradesh,0.0,No Claim,2982.78
POL-57371972,Mani-Andra,Corporate/B2B,Bajaj Allianz,Travel,Flight,2026-01-06,2026-09-11,21052.71,Active,Direct,Delhi,0.0,No Claim,3200.01
POL-9329987,Meghana Rama,Individual/B2C,ICICI Lombard,Health,Group Medi,2024-09-20,2025-01-25,8756.75,Active,Direct,Karnataka,0.0,No Claim,1418.59
POL-98142707,Meghana Rama,Individual/B2C,TATA AIG,Travel,Overseas,2024-07-16,2024-08-10,43457.92,Renewed,Direct,Karnataka,0.0,No Claim,6649.06
POL-50847166,Pant Inc,Corporate/B2B,TATA AIG,Motor,CV,2025-05-24,2026-04-24,9057.97,Cancelled,Agency,Maharashtra,0.0,No Claim,1548.91
POL-58666061,Janani Kamdar,Individual/B2C,United India,Home,Damage,2025-04-21,2026-01-19,28332.92,Expired,Online,Gujarat,0.0,No Claim,2379.97
POL-25251314,Janani Kamdar,Individual/B2C,New India Assurance,Home,Damage,2026-04-24,2027-03-27,46083.35,Cancelled,Broker,Gujarat,0.0,No Claim,5760.42
POL-60343788,Darsh Sant,Individual/B2C,Bajaj Allianz,Travel,Overseas,2025-09-01,2026-07-16,29748.6,Renewed,Online,Gujarat,0.0,No Claim,3748.32
POL-12087214,Darsh Sant,Individual/B2C,HDFC ERGO,Home,Damage,2025-03-01,2026-01-14,48355.01,Renewed,Broker,Gujarat,0.0,No Claim,6624.64
POL-20735578,Darsh Sant,Individual/B2C,TATA AIG,Motor,2W,2025-07-18,2025-08-19,21998.08,Active,Online,Gujarat,20282.21,Rejected,3805.67
POL-71047227,"Minhas, Rao and Bhardwaj",Corporate/B2B,HDFC ERGO,Health,Group Medi,2026-06-04,2026-08-10,8136.53,Expired,Agency,Maharashtra,21407.69,Approved,1057.75
POL-16256731,"Minhas, Rao and Bhardwaj",Corporate/B2B,TATA AIG,Motor,2W,2025-04-02,2026-03-05,12823.99,Expired,Agency,Maharashtra,0.0,No Claim,2269.85
POL-82246873,Virk Group,Corporate/B2B,United India,Travel,Overseas,2025-12-11,2026-01-19,48091.53,Renewed,Agency,Tamil Nadu,0.0,No Claim,4616.79
POL-70175006,Aahana Saha,Individual/B2C,ICICI Lombard,Motor,CV,2025-10-21,2026-04-05,43088.37,Expired,Agency,West Bengal,18395.8,Approved,4265.75
POL-10512708,Aahana Saha,Individual/B2C,TATA AIG,Home,Damage,2024-12-22,2025-05-11,45377.25,Expired,Online,West Bengal,0.0,No Claim,7078.85
POL-19433551,"Sem, Kohli and Devan",Corporate/B2B,HDFC ERGO,Motor,CV,2025-06-03,2025-07-17,47564.72,Cancelled,Broker,Karnataka,19407.79,Registered,6040.72
POL-50310055,Pranav Shenoy,Individual/B2C,TATA AIG,Health,Individual,2026-02-24,2026-11-23,17862.36,Active,Agency,West Bengal,0.0,No Claim,1554.03
POL-72761960,Pranav Shenoy,Individual/B2C,Bajaj Allianz,Motor,2W,2026-01-20,2026-12-31,47252.98,Expired,Online,West Bengal,0.0,No Claim,5056.07
POL-36957011,Pranav Shenoy,Individual/B2C,TATA AIG,Travel,Overseas,2025-01-22,2025-05-07,44017.06,Renewed,Direct,West Bengal,0.0,No Claim,7218.8
POL-13825294,Pranav Shenoy,Individual/B2C,Bajaj Allianz,Home,Damage,2026-01-26,2026-10-17,5894.23,Expired,Direct,West Bengal,28434.01,Approved,1025.6
POL-53302333,Golla-Chhabra,Corporate/B2B,ICICI Lombard,Travel,Flight,2024-10-16,2025-04-11,27155.55,Active,Online,Gujarat,0.0,No Claim,3611.69
POL-63883267,Golla-Chhabra,Corporate/B2B,HDFC ERGO,Motor,4W,2025-01-19,2025-08-22,27754.09,Active,Agency,Gujarat,0.0,No Claim,3497.02
POL-4983042,Gour PLC,Corporate/B2B,TATA AIG,Motor,CV,2025-10-29,2026-09-27,48372.55,Active,Broker,Karnataka,0.0,No Claim,7401.0
POL-83379434,Gour PLC,Corporate/B2B,TATA AIG,Health,Group Medi,2024-10-31,2025-04-06,46384.94,Active,Direct,Karnataka,0.0,No Claim,4592.11
POL-96424299,Dhriti Mitter,Individual/B2C,Bajaj Allianz,Motor,4W,2024-10-02,2025-03-28,35380.18,Renewed,Agency,Delhi,0.0,No Claim,5377.79
POL-80909472,Dhriti Mitter,Individual/B2C,ICICI Lombard,Travel,Flight,2025-06-04,2025-08-21,7538.01,Expired,Online,Delhi,0.0,No Claim,1221.16
POL-85073830,Dhriti Mitter,Individual/B2C,New India Assurance,Travel,Flight,2026-01-17,2026-10-02,43377.89,Active,Broker,Delhi,0.0,No Claim,5335.48
POL-96793979,Jalsa Bhargava,Individual/B2C,Bajaj Allianz,Motor,2W,2026-03-28,2026-10-27,35595.23,Cancelled,Agency,Gujarat,0.0,No Claim,5196.9
POL-30728705,Anya Bail,Individual/B2C,Bajaj Allianz,Home,Damage,2024-11-25,2025-06-09,11918.42,Expired,Direct,Maharashtra,11668.82,Approved,1227.6
POL-32881564,Anya Bail,Individual/B2C,ICICI Lombard,Health,Group Medi,2026-02-01,2026-03-15,43615.63,Active,Broker,Maharashtra,0.0,No Claim,3750.94
POL-93425,Anya Bail,Individual/B2C,United India,Home,Theft,2024-07-26,2025-06-10,37113.97,Active,Broker,Maharashtra,0.0,No Claim,4230.99
POL-10243163,Sachdev and Sons,Corporate/B2B,United India,Health,Individual,2024-07-09,2024-08-15,38341.91,Expired,Agency,Gujarat,0.0,No Claim,5061.13
POL-94054994,Sachdev and Sons,Corporate/B2B,ICICI Lombard,Motor,2W,2025-08-16,2025-12-18,34418.86,Cancelled,Agency,Gujarat,0.0,No Claim,4508.87
POL-64349031,Mitesh Chaudhari,Individual/B2C,ICICI Lombard,Travel,Overseas,2024-07-28,2025-03-13,16528.78,Renewed,Broker,Delhi,18015.56,Settled,2876.01
POL-29777958,Mitesh Chaudhari,Individual/B2C,TATA AIG,Health,Group Medi,2025-06-12,2025-08-15,6444.45,Active,Direct,Delhi,0.0,No Claim,586.44
POL-79448480,Mitesh Chaudhari,Individual/B2C,HDFC ERGO,Travel,Overseas,2025-08-16,2026-06-29,46213.89,Cancelled,Broker,Delhi,0.0,No Claim,7948.79
POL-61786730,Iyengar Inc,Corporate/B2B,New India Assurance,Travel,Overseas,2025-01-30,2025-03-31,16141.94,Active,Direct,Uttar Pradesh,0.0,No Claim,1420.49
POL-37211041,Iyengar Inc,Corporate/B2B,HDFC ERGO,Travel,Overseas,2026-03-31,2026-07-27,24946.12,Active,Direct,Uttar Pradesh,28657.6,Under Review,2918.7
POL-40989664,Iyengar Inc,Corporate/B2B,HDFC ERGO,Motor,4W,2025-07-25,2025-10-07,40026.73,Active,Broker,Uttar Pradesh,0.0,No Claim,3522.35
POL-28964271,Iyengar Inc,Corporate/B2B,HDFC ERGO,Motor,4W,2025-11-23,2026-03-18,21275.6,Active,Agency,Uttar Pradesh,0.0,No Claim,2404.14
POL-28309779,Iyengar Inc,Corporate/B2B,ICICI Lombard,Home,Theft,2025-08-26,2025-11-09,31913.49,Active,Online,Uttar Pradesh,27885.33,Settled,4627.46
POL-87701777,Reddy Inc,Corporate/B2B,TATA AIG,Health,Individual,2025-07-06,2025-08-27,37602.68,Active,Direct,Gujarat,0.0,No Claim,3233.83
POL-62951510,Reddy Inc,Corporate/B2B,HDFC ERGO,Travel,Flight,2025-09-17,2026-01-26,26135.99,Active,Direct,Gujarat,18705.31,Registered,2587.46
POL-36081881,Ekavir Prasad,Individual/B2C,HDFC ERGO,Motor,4W,2024-08-27,2024-11-15,30842.88,Renewed,Direct,West Bengal,0.0,No Claim,4379.69
POL-9706592,Ekavir Prasad,Individual/B2C,New India Assurance,Home,Theft,2024-12-13,2025-06-24,20109.22,Cancelled,Online,West Bengal,0.0,No Claim,2111.47
POL-97881679,"Palla, Raja and Pandey",Corporate/B2B,ICICI Lombard,Motor,CV,2024-07-19,2025-03-02,47651.61,Renewed,Agency,Gujarat,0.0,No Claim,3859.78
POL-46491445,"Palla, Raja and Pandey",Corporate/B2B,United India,Home,Damage,2024-12-22,2025-08-31,43894.22,Renewed,Direct,Gujarat,33802.75,Rejected,6232.98
POL-71355772,"Pradhan, Sathe and Krishna",Corporate/B2B,Bajaj Allianz,Home,Theft,2025-09-10,2025-10-01,41966.25,Active,Agency,Karnataka,0.0,No Claim,4616.29
POL-21699289,Indira Subramanian,Individual/B2C,New India Assurance,Home,Theft,2026-01-24,2026-06-02,38629.19,Active,Direct,Maharashtra,0.0,No Claim,3631.14
POL-43642339,Indira Subramanian,Individual/B2C,ICICI Lombard,Travel,Overseas,2025-07-07,2026-04-08,40666.35,Cancelled,Online,Maharashtra,5831.12,Rejected,6343.95
POL-88046023,Girik Padmanabhan,Individual/B2C,HDFC ERGO,Motor,4W,2024-08-19,2025-03-18,9769.15,Cancelled,Direct,Delhi,0.0,No Claim,1055.07
POL-26875621,Mani Ltd,Corporate/B2B,HDFC ERGO,Health,Group Medi,2025-09-29,2026-09-06,17327.56,Renewed,Broker,West Bengal,0.0,No Claim,2269.91
POL-60424756,Kalla-Chand,Corporate/B2B,TATA AIG,Home,Theft,2024-10-18,2025-08-20,31984.07,Cancelled,Direct,West Bengal,0.0,No Claim,3774.12
POL-6317260,Mitali Bhalla,Individual/B2C,HDFC ERGO,Motor,2W,2025-11-16,2026-09-30,9340.48,Expired,Direct,Maharashtra,0.0,No Claim,840.64
POL-87958934,Bansal and Sons,Corporate/B2B,Bajaj Allianz,Travel,Overseas,2025-09-06,2026-02-22,17047.62,Active,Agency,Tamil Nadu,0.0,No Claim,2574.19
POL-88538515,Bansal and Sons,Corporate/B2B,TATA AIG,Motor,2W,2024-08-23,2025-06-01,24085.91,Renewed,Broker,Tamil Nadu,0.0,No Claim,4190.95
POL-56369368,Bansal and Sons,Corporate/B2B,New India Assurance,Travel,Overseas,2024-10-31,2025-05-06,45198.34,Renewed,Agency,Tamil Nadu,0.0,No Claim,5017.02
POL-27501971,Kibe-Banerjee,Corporate/B2B,New India Assurance,Motor,2W,2025-11-23,2025-12-16,6030.98,Renewed,Online,Tamil Nadu,24436.3,Registered,669.44
POL-72487885,Kibe-Banerjee,Corporate/B2B,ICICI Lombard,Home,Theft,2026-02-13,2026-08-20,6066.5,Active,Agency,Tamil Nadu,0.0,No Claim,564.18
POL-57121831,Hans-Buch,Corporate/B2B,HDFC ERGO,Travel,Overseas,2026-04-10,2027-03-31,33025.14,Cancelled,Broker,Karnataka,0.0,No Claim,3963.02
POL-78479416,Zayan Rastogi,Individual/B2C,TATA AIG,Motor,4W,2025-04-18,2025-10-26,18384.69,Active,Broker,Karnataka,0.0,No Claim,2757.7
POL-198483,Zayan Rastogi,Individual/B2C,ICICI Lombard,Home,Theft,2024-11-28,2025-09-23,31771.67,Cancelled,Agency,Karnataka,0.0,No Claim,5274.1
POL-66405234,Zayan Rastogi,Individual/B2C,TATA AIG,Home,Theft,2025-09-24,2026-06-10,30441.56,Active,Direct,Karnataka,11914.57,Registered,3805.2
POL-77390683,Zayan Rastogi,Individual/B2C,Bajaj Allianz,Health,Group Medi,2024-12-15,2025-08-23,16709.99,Renewed,Agency,Karnataka,0.0,No Claim,2656.89
POL-25741323,Henry Ramakrishnan,Individual/B2C,ICICI Lombard,Motor,CV,2025-08-04,2026-02-17,5168.94,Renewed,Agency,Tamil Nadu,36408.15,Rejected,475.54
POL-62823191,Henry Ramakrishnan,Individual/B2C,HDFC ERGO,Health,Individual,2025-12-15,2026-10-15,43057.09,Cancelled,Broker,Tamil Nadu,0.0,No Claim,6458.56
POL-46321950,Dara-Sood,Corporate/B2B,United India,Health,Group Medi,2024-07-21,2024-10-31,27807.71,Active,Broker,Maharashtra,0.0,No Claim,3392.54
POL-45199887,Dara-Sood,Corporate/B2B,Bajaj Allianz,Motor,CV,2025-06-16,2026-01-16,42128.34,Cancelled,Online,Maharashtra,0.0,No Claim,5223.91
POL-45468213,Dara-Sood,Corporate/B2B,United India,Travel,Overseas,2025-03-30,2025-06-15,10582.07,Active,Direct,Maharashtra,0.0,No Claim,1079.37
POL-41280249,Dara-Sood,Corporate/B2B,HDFC ERGO,Home,Damage,2026-03-26,2027-01-13,46662.8,Active,Agency,Maharashtra,0.0,No Claim,4526.29
POL-49335821,Yashasvi Tara,Individual/B2C,TATA AIG,Home,Damage,2025-05-13,2025-09-13,6658.67,Expired,Online,Tamil Nadu,0.0,No Claim,799.04
POL-17137590,"Jhaveri, Pillai and Saxena",Corporate/B2B,Bajaj Allianz,Home,Theft,2025-07-28,2026-05-19,5506.48,Cancelled,Online,Gujarat,6939.49,Under Review,726.86
POL-72683974,"Jhaveri, Pillai and Saxena",Corporate/B2B,New India Assurance,Motor,4W,2026-04-16,2026-12-21,31936.64,Expired,Broker,Gujarat,0.0,No Claim,4886.31
POL-63450630,"Jhaveri, Pillai and Saxena",Corporate/B2B,TATA AIG,Motor,4W,2025-03-20,2025-03-22,23305.08,Active,Broker,Gujarat,15941.41,Registered,2074.15
POL-27630732,"Jhaveri, Pillai and Saxena",Corporate/B2B,United India,Travel,Overseas,2026-03-15,2026-08-09,32201.71,Cancelled,Broker,Gujarat,0.0,No Claim,5087.87
POL-76960107,"Jhaveri, Pillai and Saxena",Corporate/B2B,Bajaj Allianz,Home,Theft,2024-07-21,2024-09-12,7329.6,Active,Agency,Gujarat,0.0,No Claim,842.9
POL-95746466,Neelima Kata,Individual/B2C,TATA AIG,Motor,2W,2025-05-09,2025-07-14,20127.34,Expired,Broker,Delhi,0.0,No Claim,3341.14
POL-61578684,Abhiram Bora,Individual/B2C,ICICI Lombard,Travel,Flight,2024-07-15,2025-01-13,42977.04,Active,Direct,Tamil Nadu,0.0,No Claim,4813.43
POL-78265048,Abhiram Bora,Individual/B2C,HDFC ERGO,Motor,CV,2025-09-10,2026-02-04,21002.99,Renewed,Agency,Tamil Nadu,0.0,No Claim,1848.26
POL-84411824,Abhiram Bora,Individual/B2C,New India Assurance,Motor,2W,2025-06-15,2025-11-22,34767.87,Expired,Online,Tamil Nadu,0.0,No Claim,4937.04
POL-8299140,Abhiram Bora,Individual/B2C,United India,Home,Theft,2026-01-03,2026-10-28,39729.22,Cancelled,Online,Tamil Nadu,10028.08,Approved,4131.84
POL-37853818,Barad LLC,Corporate/B2B,Bajaj Allianz,Motor,2W,2024-11-22,2024-11-23,11351.36,Renewed,Online,West Bengal,0.0,No Claim,2043.24
POL-31915646,Barad LLC,Corporate/B2B,TATA AIG,Health,Group Medi,2025-08-19,2025-11-05,16192.61,Active,Direct,West Bengal,0.0,No Claim,1295.41
POL-55102370,Barad LLC,Corporate/B2B,United India,Home,Theft,2024-11-21,2024-12-29,6526.57,Cancelled,Agency,West Bengal,26366.3,Registered,678.76
POL-53171695,Barad LLC,Corporate/B2B,Bajaj Allianz,Health,Group Medi,2024-09-28,2024-11-18,35632.78,Cancelled,Agency,West Bengal,36137.97,Under Review,6200.1
POL-52610246,Yagnesh Johal,Individual/B2C,New India Assurance,Health,Group Medi,2024-12-14,2025-06-05,39065.1,Active,Online,Tamil Nadu,0.0,No Claim,6719.2
POL-59777764,"Shroff, Mahal and Rana",Corporate/B2B,Bajaj Allianz,Health,Group Medi,2024-11-16,2025-07-09,6032.84,Renewed,Online,Tamil Nadu,0.0,No Claim,723.94
POL-48873329,Sunder and Sons,Corporate/B2B,United India,Motor,2W,2025-02-23,2025-05-25,32005.46,Renewed,Agency,Maharashtra,0.0,No Claim,5504.94
POL-66456689,"Saran, Narain and Kota",Corporate/B2B,ICICI Lombard,Motor,2W,2025-03-22,2025-12-19,21373.12,Active,Online,Karnataka,0.0,No Claim,3761.67
POL-11764104,"Saran, Narain and Kota",Corporate/B2B,ICICI Lombard,Health,Group Medi,2026-06-12,2027-05-15,22094.5,Renewed,Agency,Karnataka,0.0,No Claim,3137.42
POL-49377784,"Saran, Narain and Kota",Corporate/B2B,HDFC ERGO,Health,Individual,2025-11-25,2026-02-11,10031.72,Expired,Direct,Karnataka,38625.16,Settled,1053.33
POL-71961094,Gunbir Ratta,Individual/B2C,New India Assurance,Health,Individual,2024-09-10,2024-12-30,48476.23,Renewed,Direct,Tamil Nadu,26713.39,Registered,8531.82
POL-97019612,Jeet Uppal,Individual/B2C,ICICI Lombard,Health,Group Medi,2025-06-08,2026-01-11,27707.76,Cancelled,Online,West Bengal,0.0,No Claim,2521.41
POL-99944502,Hegde-Nayak,Corporate/B2B,TATA AIG,Travel,Flight,2025-07-01,2026-01-29,42231.8,Expired,Broker,Gujarat,0.0,No Claim,6757.09
POL-3150565,Hegde-Nayak,Corporate/B2B,TATA AIG,Home,Theft,2024-12-15,2025-02-07,47564.79,Renewed,Online,Gujarat,0.0,No Claim,8133.58
